Date,Close
2002-04-08,26.730478286743164
2002-04-09,26.409597396850586
2002-04-10,26.650264739990234
2002-04-11,26.632429122924805
2002-04-12,25.651979446411133
2002-04-15,25.892641067504883
2002-04-16,26.338306427001953
2002-04-17,27.08699607849121
2002-04-18,27.006784439086914
2002-04-19,27.024627685546875
2002-04-22,26.97113609313965
2002-04-23,27.407875061035156
2002-04-24,27.2741641998291
2002-04-25,27.907011032104492
2002-04-26,27.97831916809082
2002-04-29,27.675264358520508
2002-04-30,28.031803131103516
2002-05-01,28.254606246948242
2002-05-02,28.3259220123291
2002-05-03,28.700273513793945
2002-05-06,27.942657470703125
2002-05-07,27.497011184692383
2002-05-08,28.254606246948242
2002-05-09,28.129833221435547
2002-05-10,28.031803131103516
2002-05-13,27.595043182373047
2002-05-14,27.960500717163086
2002-05-15,27.185054779052734
2002-05-16,27.16720962524414
2002-05-17,27.2385196685791
2002-05-20,26.96221923828125
2002-05-21,26.96221923828125
2002-05-22,26.899831771850586
2002-05-23,27.47917938232422
2002-05-24,27.2296085357666
2002-05-28,27.20287322998047
2002-05-29,27.20287322998047
2002-05-30,26.96221923828125
2002-05-31,27.36330795288086
2002-06-03,26.953298568725586
2002-06-04,26.730478286743164
2002-06-05,26.47199821472168
2002-06-06,26.44525718688965
2002-06-07,26.60569953918457
2002-06-10,25.96394920349121
2002-06-11,25.402414321899414
2002-06-12,26.11797523498535
2002-06-13,26.323694229125977
2002-06-14,26.565210342407227
2002-06-17,27.209209442138672
2002-06-18,26.8514404296875
2002-06-19,26.96770477294922
2002-06-20,27.352327346801758
2002-06-21,27.72800064086914
2002-06-24,27.23603630065918
2002-06-25,27.405994415283203
2002-06-26,26.985586166381836
2002-06-27,26.74410057067871
2002-06-28,27.370206832885742
2002-07-01,28.041061401367188
2002-07-02,27.459651947021484
2002-07-03,27.14659309387207
2002-07-05,27.87112808227539
2002-07-08,27.656429290771484
2002-07-09,27.71904754638672
2002-07-10,27.101886749267578
2002-07-11,25.948041915893555
2002-07-12,25.491865158081055
2002-07-15,24.901519775390625
2002-07-16,24.99097442626953
2002-07-17,25.40241813659668
2002-07-18,24.87470054626465
2002-07-19,24.320127487182617
2002-07-22,22.826400756835938
2002-07-23,21.53838539123535
2002-07-24,23.998132705688477
2002-07-25,23.658245086669922
2002-07-26,23.613515853881836
2002-07-29,24.28435707092285
2002-07-30,24.82102394104004
2002-07-31,25.330860137939453
2002-08-01,25.089366912841797
2002-08-02,25.393465042114258
2002-08-05,24.570581436157227
2002-08-06,25.465038299560547
2002-08-07,25.268238067626953
2002-08-08,25.62602996826172
2002-08-09,25.581308364868164
2002-08-12,25.939083099365234
2002-08-13,26.207416534423828
2002-08-14,26.78881072998047
2002-08-15,27.361265182495117
2002-08-16,27.307594299316406
2002-08-19,27.003494262695312
2002-08-20,27.504375457763672
2002-08-21,27.289714813232422
2002-08-22,27.531232833862305
2002-08-23,26.753040313720703
2002-08-26,27.13764762878418
2002-08-27,27.289714813232422
2002-08-28,26.887205123901367
2002-08-29,26.296878814697266
2002-08-30,26.296878814697266
2002-09-03,25.670753479003906
2002-09-04,25.608137130737305
2002-09-05,25.858585357666016
2002-09-06,26.287939071655273
2002-09-09,26.53837013244629
2002-09-10,26.74410057067871
2002-09-11,26.97743034362793
2002-09-12,26.573591232299805
2002-09-13,26.923582077026367
2002-09-16,27.15692901611328
2002-09-17,26.20562171936035
2002-09-18,26.429988861083984
2002-09-19,25.927413940429688
2002-09-20,25.999217987060547
2002-09-23,26.627426147460938
2002-09-24,26.340242385864258
2002-09-25,26.905635833740234
2002-09-26,27.004356384277344
2002-09-27,26.788963317871094
2002-09-30,27.013334274291992
2002-10-01,26.887693405151367
2002-10-02,26.672298431396484
2002-10-03,26.385120391845703
2002-10-04,26.259462356567383
2002-10-07,25.909461975097656
2002-10-08,25.353038787841797
2002-10-09,24.21328353881836
2002-10-10,24.329946517944336
2002-10-11,24.63507843017578
2002-10-14,25.308170318603516
2002-10-15,26.447940826416016
2002-10-16,26.429988861083984
2002-10-17,26.878704071044922
2002-10-18,26.878704071044922
2002-10-21,26.403072357177734
2002-10-22,25.16457748413086
2002-10-23,25.451766967773438
2002-10-24,25.19150161743164
2002-10-25,25.21842384338379
2002-10-28,25.478683471679688
2002-10-29,25.14663314819336
2002-10-30,25.685110092163086
2002-10-31,26.115873336791992
2002-11-01,25.86458969116211
2002-11-04,26.026134490966797
2002-11-05,25.649202346801758
2002-11-06,25.0389347076416
2002-11-07,24.778675079345703
2002-11-08,25.01201057434082
2002-11-11,24.769691467285156
2002-11-12,24.760723114013672
2002-11-13,23.737632751464844
2002-11-14,23.773527145385742
2002-11-15,24.14148712158203
2002-11-18,24.850473403930664
