Date,Close
2020-09-30,28.799999237060547
2020-10-01,26.1299991607666
2020-10-02,25.90999984741211
2020-10-05,25.190000534057617
2020-10-06,26.0
2020-10-07,26.479999542236328
2020-10-08,26.530000686645508
2020-10-09,25.700000762939453
2020-10-12,24.8799991607666
2020-10-13,24.3799991607666
2020-10-14,23.350000381469727
2020-10-15,23.969999313354492
2020-10-16,23.979999542236328
2020-10-19,23.899999618530273
2020-10-20,24.100000381469727
2020-10-21,24.190000534057617
2020-10-22,24.0
2020-10-23,23.510000228881836
2020-10-26,23.6299991607666
2020-10-27,23.510000228881836
2020-10-28,23.479999542236328
2020-10-29,23.18000030517578
2020-10-30,22.110000610351562
2020-11-02,21.950000762939453
2020-11-03,22.200000762939453
2020-11-04,22.15999984741211
2020-11-05,22.969999313354492
2020-11-06,23.389999389648438
2020-11-09,22.950000762939453
2020-11-10,21.3700008392334
2020-11-11,21.549999237060547
2020-11-12,21.309999465942383
2020-11-13,22.399999618530273
2020-11-16,22.860000610351562
2020-11-17,23.350000381469727
2020-11-18,22.719999313354492
2020-11-19,22.0
2020-11-20,22.139999389648438
2020-11-23,22.020000457763672
2020-11-24,22.8799991607666
2020-11-25,25.81999969482422
2020-11-27,27.8799991607666
2020-11-30,27.950000762939453
2020-12-01,27.1200008392334
2020-12-02,26.709999084472656
2020-12-03,27.170000076293945
2020-12-04,26.5
2020-12-07,29.700000762939453
2020-12-08,29.020000457763672
2020-12-09,28.34000015258789
2020-12-10,29.100000381469727
2020-12-11,28.399999618530273
2020-12-14,28.100000381469727
2020-12-15,28.670000076293945
2020-12-16,29.1200008392334
2020-12-17,30.270000457763672
2020-12-18,30.34000015258789
2020-12-21,31.1200008392334
2020-12-22,30.360000610351562
2020-12-23,30.010000228881836
2020-12-24,30.049999237060547
2020-12-28,28.809999465942383
2020-12-29,28.6200008392334
2020-12-30,29.1200008392334
2020-12-31,29.549999237060547
2021-01-04,29.0
2021-01-05,28.549999237060547
2021-01-06,28.030000686645508
2021-01-07,28.899999618530273
2021-01-08,31.579999923706055
2021-01-11,32.08000183105469
2021-01-12,34.97999954223633
2021-01-13,36.47999954223633
2021-01-14,37.13999938964844
2021-01-15,38.630001068115234
2021-01-19,39.70000076293945
2021-01-20,39.56999969482422
2021-01-21,39.68000030517578
2021-01-22,38.970001220703125
2021-01-25,38.349998474121094
2021-01-26,38.310001373291016
2021-01-27,35.0
2021-01-28,35.31999969482422
2021-01-29,35.369998931884766
2021-02-01,35.459999084472656
2021-02-02,36.70000076293945
2021-02-03,38.130001068115234
2021-02-04,38.63999938964844
2021-02-05,39.08000183105469
2021-02-08,40.0
2021-02-09,38.869998931884766
2021-02-10,39.72999954223633
2021-02-11,38.75
2021-02-12,41.4900016784668
2021-02-16,40.97999954223633
2021-02-17,40.20000076293945
2021-02-18,40.47999954223633
2021-02-19,41.41999816894531
2021-02-22,38.52000045776367
2021-02-23,36.540000915527344
2021-02-24,36.04999923706055
2021-02-25,35.029998779296875
2021-02-26,34.630001068115234
2021-03-01,36.970001220703125
2021-03-02,35.130001068115234
2021-03-03,32.290000915527344
2021-03-04,30.559999465942383
2021-03-05,30.709999084472656
2021-03-08,29.670000076293945
2021-03-09,32.83000183105469
2021-03-10,31.920000076293945
2021-03-11,33.939998626708984
2021-03-12,32.16999816894531
2021-03-15,32.70000076293945
2021-03-16,33.34000015258789
2021-03-17,33.029998779296875
2021-03-18,30.31999969482422
2021-03-19,29.5
2021-03-22,29.950000762939453
2021-03-23,29.440000534057617
2021-03-24,28.1299991607666
2021-03-25,27.65999984741211
2021-03-26,27.389999389648438
2021-03-29,26.15999984741211
2021-03-30,27.280000686645508
2021-03-31,28.579999923706055
2021-04-01,30.809999465942383
2021-04-05,32.130001068115234
2021-04-06,33.459999084472656
2021-04-07,33.08000183105469
2021-04-08,33.29999923706055
2021-04-09,33.900001525878906
2021-04-12,33.83000183105469
